TaskID;cVolgorde;cTaskLabel;cTabname;cComment;iParentInMenu;iParentTaskID;fid_GetDataInfoFromTask;cSqlObject;cSQLAlternateObject;cSqlChangesObject;cSelectAction;bRecordDelete;bRecordUpdate;bRecordInsert;bRecordGridInsert;cBlockInsertOnFunction;bExportExcel;iNodeStatus;MaxRecords;DefaultRecords;UpdateFields;cStoredProcParams;bIsView;iPageSize;bCopyWithParent;HelpText;cFileFolder;cSQLobjectAccept;bStartWithChildInsert;bStartAsDetail;iDocSpecOnInsert;iDocSpecOnUpdate;iTabFilterLabel;cClearAfterTabFilter;cExecuteAfterUpdate;cExecuteAfterInsert;iTaskAfterInsert
76;"801  ";CIS Shipments Booking;;;45;0;NULL;CisView_Shipment;NULL;NULL;Details;0;1;1;0;NULL;0;1;100;15;0;NULL;NULL;0;NULL;NULL;NULL;NULL;1;NULL;68;68;NULL;NULL;CisSp_GenerateShipmentServices(,0);CisSp_GenerateShipmentServices(,0);93
